"cor","var1","var2"
-0.292031606198167,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","04-02-00:国民经济-支出法国内生产总值结构-居民消费支出(亿元)"
-0.0966605620254194,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","04-02-01:国民经济-支出法国内生产总值结构-其中:农村居民(亿元)"
-0.0991534546124691,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","04-02-02:国民经济-支出法国内生产总值结构-其中:城镇居民(亿元)"
-0.289936187638812,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","04-02-03:国民经济-支出法国内生产总值结构-政府消费支出(亿元)"
0.301111713665997,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","04-02-04:国民经济-支出法国内生产总值结构-居民消费支出占最终消费支出比例(%)"
-0.301111713665996,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","04-02-05:国民经济-支出法国内生产总值结构-政府消费支出占最终消费支出比例(%)"
0.481025425504411,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","04-02-06:国民经济-支出法国内生产总值结构-农村居民占居民消费支出比例(%)"
-0.481025425504411,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","04-02-07:国民经济-支出法国内生产总值结构-城镇居民占居民消费支出比例(%)"
-0.258551528272404,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","04-02-08:国民经济-支出法国内生产总值结构-固定资本形成总额(亿元)"
-0.0514570807253005,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","04-02-09:国民经济-支出法国内生产总值结构-存货增加(亿元)"
-0.71745819118777,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","04-02-10:国民经济-支出法国内生产总值结构-固定资本形成总额占资本形成总额比例(%)"
0.717446374301446,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","04-02-11:国民经济-支出法国内生产总值结构-存货增加占资本形成总额比例(%)"
0.225168902905455,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","06-00-00:居民收入-全国城镇居民收入与物价信心指数-当期收入感受指数"
0.180787526250907,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","06-00-01:居民收入-全国城镇居民收入与物价信心指数-未来收入信心指数"
-0.400115328383631,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","06-00-02:居民收入-全国城镇居民收入与物价信心指数-当期物价满意指数"
0.42157109890272,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","06-00-03:居民收入-全国城镇居民收入与物价信心指数-未来物价预期指数"
0.141809499678351,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","08-05-00:景气指数-中国制造业采购经理指数(PMI)-PMI"
0.0748525440414391,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","08-05-01:景气指数-中国制造业采购经理指数(PMI)-生产指数"
0.0816387348190018,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","08-05-02:景气指数-中国制造业采购经理指数(PMI)-新订单指数"
0.105759008653951,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","08-05-03:景气指数-中国制造业采购经理指数(PMI)-新出口订单指数"
0.248349011637388,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","08-05-04:景气指数-中国制造业采购经理指数(PMI)-积压订单指数"
0.415822092167903,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","08-05-05:景气指数-中国制造业采购经理指数(PMI)-产成品库存指数"
0.119247814465573,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","08-05-06:景气指数-中国制造业采购经理指数(PMI)-采购量指数"
0.195662146817047,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","08-05-07:景气指数-中国制造业采购经理指数(PMI)-进口指数"
0.467562076151183,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","08-05-08:景气指数-中国制造业采购经理指数(PMI)-购进价格指数"
0.309785186701786,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","08-05-09:景气指数-中国制造业采购经理指数(PMI)-原材料库存指数"
0.29670523475051,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","08-05-10:景气指数-中国制造业采购经理指数(PMI)-从业人员指数"
-0.2750061896096,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","08-05-11:景气指数-中国制造业采购经理指数(PMI)-供应商配送时间指数"
0.227507381364291,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","08-06-00:景气指数-中国非制造业采购经理指数(PMI)-PMI"
0.227507381364291,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","08-06-01:景气指数-中国非制造业采购经理指数(PMI)-商务活动指数"
0.224296765944604,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","08-06-02:景气指数-中国非制造业采购经理指数(PMI)-新订单指数"
0.308990362154923,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","08-06-03:景气指数-中国非制造业采购经理指数(PMI)-新出口订单指数"
-0.327701806553565,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","08-06-04:景气指数-中国非制造业采购经理指数(PMI)-积压订单指数"
-0.0270103954978235,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","08-06-05:景气指数-中国非制造业采购经理指数(PMI)-存货指数"
0.692451924333752,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","08-06-06:景气指数-中国非制造业采购经理指数(PMI)-中间投入价格指数"
0.379959572474853,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","08-06-07:景气指数-中国非制造业采购经理指数(PMI)-收费价格指数"
0.273131463399691,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","08-06-08:景气指数-中国非制造业采购经理指数(PMI)-从业人员指数"
0.0247473263658844,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","08-06-09:景气指数-中国非制造业采购经理指数(PMI)-供应商配送时间指数"
0.492766653618271,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","08-06-10:景气指数-中国非制造业采购经理指数(PMI)-业务活动预期指数"
-0.281284880494108,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","01-01-00:金融信息-货币供应量-货币和准货币（广义货币M2）(亿元)"
0.718175429251743,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","01-01-01:金融信息-货币供应量-货币和准货币（广义货币M2）同比增长(%)"
-0.297520378200954,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","01-01-02:金融信息-货币供应量-货币(狭义货币M1)(亿元)"
0.424110005882726,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","01-01-03:金融信息-货币供应量-货币(狭义货币M1)同比增长(%)"
-0.328646584513594,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","01-01-04:金融信息-货币供应量-流通中现金(M0)(亿元)"
0.576396718146997,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","01-01-05:金融信息-货币供应量-流通中现金(M0)同比增长(%)"
-0.288746456541706,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","01-01-06:金融信息-货币供应量-活期存款(亿元)"
0.397682599119045,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","01-01-07:金融信息-货币供应量-活期存款同比增长(%)"
-0.278416752942438,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","01-01-08:金融信息-货币供应量-准货币(亿元)"
0.785734851348465,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","01-01-09:金融信息-货币供应量-准货币同比增长(%)"
-0.248664403069224,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","01-01-10:金融信息-货币供应量-定期存款(亿元)"
0.749655528428912,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","01-01-11:金融信息-货币供应量-定期存款同比增长(%)"
-0.302986872285397,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","01-01-12:金融信息-货币供应量-储蓄存款(亿元)"
0.721994603754201,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","01-01-13:金融信息-货币供应量-储蓄存款同比增长(%)"
-0.217782964446754,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","01-01-14:金融信息-货币供应量-其他存款(亿元)"
0.22963122530192,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","01-01-15:金融信息-货币供应量-其他存款同比增长(%)"
-0.208003585143503,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","01-02-00:金融信息-存款利率-协定存款(定期)"
0.830967641017652,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","01-02-01:金融信息-存款利率-定期存款整存整取(一年)"
0.868907426985177,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","01-02-02:金融信息-存款利率-定期存款整存整取(三个月)"
0.849220309070696,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","01-02-03:金融信息-存款利率-定期存款整存整取(三年)"
0.843457426551607,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","01-02-04:金融信息-存款利率-定期存款整存整取(二年)"
0.857462544689401,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","01-02-05:金融信息-存款利率-定期存款整存整取(五年)"
0.856683142978978,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","01-02-06:金融信息-存款利率-定期存款整存整取(半年)"
NA,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","01-02-07:金融信息-存款利率-定活两便(定期)"
0.760141584001483,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","01-02-08:金融信息-存款利率-活期存款(不定期)"
-0.224311429682722,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","01-02-09:金融信息-存款利率-通知存款(一天)"
-0.203451754844595,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","01-02-10:金融信息-存款利率-通知存款(七天)"
0.572527853174528,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","01-02-11:金融信息-存款利率-零存整取、整存零取、存本取息定期存款(一年)"
0.576247672598653,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","01-02-12:金融信息-存款利率-零存整取、整存零取、存本取息定期存款(三年)"
0.440858783539531,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","01-02-13:金融信息-存款利率-零存整取、整存零取、存本取息定期存款(五年)"
0.406604314330409,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","01-03-00:金融信息-贷款利率-个人住房公积金贷款(五年以上)"
0.415785245556285,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","01-03-01:金融信息-贷款利率-个人住房公积金贷款(五年以下)"
0.772312307690896,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","01-03-02:金融信息-贷款利率-个人住房商业贷款(一至三年)"
NA,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","01-03-03:金融信息-贷款利率-个人住房商业贷款(一至六个月（含六个月）)"
0.786660317817549,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","01-03-04:金融信息-贷款利率-个人住房商业贷款(三至五年)"
0.769694949389196,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","01-03-05:金融信息-贷款利率-个人住房商业贷款(五年以上)"
0.700863516875614,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","01-03-06:金融信息-贷款利率-个人住房商业贷款(六个月以内)"
0.761396894970487,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","01-03-07:金融信息-贷款利率-个人住房商业贷款(六个月至一年)"
0.772213785874502,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","01-03-08:金融信息-贷款利率-中长期贷款(一至三年)"
0.786843185990329,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","01-03-09:金融信息-贷款利率-中长期贷款(三至五年)"
0.769641079888668,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","01-03-10:金融信息-贷款利率-中长期贷款(五年以上)"
NA,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","01-03-11:金融信息-贷款利率-优惠贷款(中国进出口银行出口卖方信贷)"
NA,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","01-03-12:金融信息-贷款利率-优惠贷款(低技术含量和一般产品)"
NA,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","01-03-13:金融信息-贷款利率-优惠贷款(广深珠高速公路贷款)"
NA,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","01-03-14:金融信息-贷款利率-优惠贷款(成套和高技术含量)"
-0.118745996204919,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","01-03-15:金融信息-贷款利率-优惠贷款(扶贫贴息贷款)"
0.653974677079497,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","01-03-16:金融信息-贷款利率-优惠贷款(民政部门福利工厂贷款)"
0.657309494114699,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","01-03-17:金融信息-贷款利率-优惠贷款(民族贸易及民族用品生产贷款)"
NA,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","01-03-18:金融信息-贷款利率-优惠贷款(特区、开发区差别利率贷款（五年以上）)"
NA,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","01-03-19:金融信息-贷款利率-优惠贷款(特区、开发区差别利率贷款（五年以内）)"
0.656106733896022,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","01-03-20:金融信息-贷款利率-优惠贷款(老少边穷发展经济贷款)"
0.656106733896022,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","01-03-21:金融信息-贷款利率-优惠贷款(贫困县办工业贷款)"
NA,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","01-03-22:金融信息-贷款利率-优惠贷款(银行系统印制企业基建储备贷款)"
0.0539857318054457,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","01-03-23:金融信息-贷款利率-再贴现(再贴现率)"
NA,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","01-03-24:金融信息-贷款利率-流动资产贷款(流动资产贷款利率)"
-0.122074723486995,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","01-03-25:金融信息-贷款利率-特种贷款(特种贷款利率)"
0.700694120949827,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","01-03-26:金融信息-贷款利率-短期贷款(六个月以内)"
0.76144399520226,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","01-03-27:金融信息-贷款利率-短期贷款(六个月至一年)"
NA,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","01-03-28:金融信息-贷款利率-罚息(挤占挪用贷款)"
NA,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","01-03-29:金融信息-贷款利率-罚息(逾期贷款)"
NA,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","01-03-30:金融信息-贷款利率-贴现(贴现)"
-0.0791444031302412,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","01-04-00:金融信息-人民币存款准备金率变动-调整前存款准备金率(%)"
0.0568456740636695,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","01-04-01:金融信息-人民币存款准备金率变动-调整后存款准备金率(%)"
0.555316034591342,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","01-04-02:金融信息-人民币存款准备金率变动-调整幅度(%)"
-0.258829566891278,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","01-05-00:金融信息-央行黄金和外汇储备-黄金储备(万盎司)"
-0.253510535327195,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","01-05-01:金融信息-央行黄金和外汇储备-国家外汇储备(亿美元)"
0.108382052279368,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","01-09-00:金融信息-央行汇率-一特别提款权单位折合人民币元(期末数)(元)"
-0.28792711405163,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","01-09-01:金融信息-央行汇率-一美元折合人民币(期末数)(元)"
-0.279588976292166,"05-00-00:价格指数-居民消费价格指数(CPI)-价格指数","01-09-02:金融信息-央行汇率-一美元折合人民币(平均数)(元)"
0.999207060600059,"02-00-00:国家财政-财政收支总额及增长-财政收入(亿元)","02-00-01:国家财政-财政收支总额及增长-财政支出(亿元)"
-0.865592089974082,"02-00-00:国家财政-财政收支总额及增长-财政收入(亿元)","02-00-02:国家财政-财政收支总额及增长-收支差额(亿元)"
-0.270523271279511,"02-00-00:国家财政-财政收支总额及增长-财政收入(亿元)","02-00-03:国家财政-财政收支总额及增长-财政收入增长速度(%)"
-0.295638250152421,"02-00-00:国家财政-财政收支总额及增长-财政收入(亿元)","02-00-04:国家财政-财政收支总额及增长-财政支出增长速度(%)"
0.910787268913869,"02-00-00:国家财政-财政收支总额及增长-财政收入(亿元)","02-00-05:国家财政-财政收支总额及增长-财政收入占国内生产总值的比重(%)"
0.999809375511719,"02-00-00:国家财政-财政收支总额及增长-财政收入(亿元)","02-04-00:国家财政-各项税收-税收合计(亿元)"
0.989217264132904,"02-00-00:国家财政-财政收支总额及增长-财政收入(亿元)","02-04-01:国家财政-各项税收-增值税(亿元)"
0.999213848839189,"02-00-00:国家财政-财政收支总额及增长-财政收入(亿元)","02-04-02:国家财政-各项税收-营业税(亿元)"
0.986732366332944,"02-00-00:国家财政-财政收支总额及增长-财政收入(亿元)","02-04-03:国家财政-各项税收-消费税(亿元)"
0.980168995583425,"02-00-00:国家财政-财政收支总额及增长-财政收入(亿元)","02-04-04:国家财政-各项税收-关税(亿元)"
NA,"02-00-00:国家财政-财政收支总额及增长-财政收入(亿元)","02-04-05:国家财政-各项税收-农业个税(亿元)"
0.997396906682389,"02-00-00:国家财政-财政收支总额及增长-财政收入(亿元)","02-04-06:国家财政-各项税收-企业所得税(亿元)"
0.785547743362608,"02-00-00:国家财政-财政收支总额及增长-财政收入(亿元)","04-01-00:国民经济-国内生产总值(GDP) 季度累计统计-国内生产总值(亿元)"
-0.407561172120938,"02-00-00:国家财政-财政收支总额及增长-财政收入(亿元)","04-01-01:国民经济-国内生产总值(GDP) 季度累计统计-国内生产总值同比增长(%)"
0.632411075231873,"02-00-00:国家财政-财政收支总额及增长-财政收入(亿元)","04-01-02:国民经济-国内生产总值(GDP) 季度累计统计-第一产业增加值(亿元)"
-0.185629389586209,"02-00-00:国家财政-财政收支总额及增长-财政收入(亿元)","04-01-03:国民经济-国内生产总值(GDP) 季度累计统计-第一产业增加值同比增长(%)"
0.778282823457743,"02-00-00:国家财政-财政收支总额及增长-财政收入(亿元)","04-01-04:国民经济-国内生产总值(GDP) 季度累计统计-第二产业增加值(亿元)"
-0.454465389869476,"02-00-00:国家财政-财政收支总额及增长-财政收入(亿元)","04-01-05:国民经济-国内生产总值(GDP) 季度累计统计-第二产业增加值同比增长(%)"
0.813496925571517,"02-00-00:国家财政-财政收支总额及增长-财政收入(亿元)","04-01-06:国民经济-国内生产总值(GDP) 季度累计统计-第三产业增加值(亿元)"
-0.359498323280129,"02-00-00:国家财政-财政收支总额及增长-财政收入(亿元)","04-01-07:国民经济-国内生产总值(GDP) 季度累计统计-第三产业增加值同比增长(%)"
0.997452311188671,"02-00-00:国家财政-财政收支总额及增长-财政收入(亿元)","04-02-00:国民经济-支出法国内生产总值结构-居民消费支出(亿元)"
0.575482068768365,"02-00-00:国家财政-财政收支总额及增长-财政收入(亿元)","04-02-01:国民经济-支出法国内生产总值结构-其中:农村居民(亿元)"
0.583022761893642,"02-00-00:国家财政-财政收支总额及增长-财政收入(亿元)","04-02-02:国民经济-支出法国内生产总值结构-其中:城镇居民(亿元)"
0.997968792865255,"02-00-00:国家财政-财政收支总额及增长-财政收入(亿元)","04-02-03:国民经济-支出法国内生产总值结构-政府消费支出(亿元)"
-0.676737559349422,"02-00-00:国家财政-财政收支总额及增长-财政收入(亿元)","04-02-04:国民经济-支出法国内生产总值结构-居民消费支出占最终消费支出比例(%)"
0.676737559349422,"02-00-00:国家财政-财政收支总额及增长-财政收入(亿元)","04-02-05:国民经济-支出法国内生产总值结构-政府消费支出占最终消费支出比例(%)"
-0.812993707291974,"02-00-00:国家财政-财政收支总额及增长-财政收入(亿元)","04-02-06:国民经济-支出法国内生产总值结构-农村居民占居民消费支出比例(%)"
0.812993707291974,"02-00-00:国家财政-财政收支总额及增长-财政收入(亿元)","04-02-07:国民经济-支出法国内生产总值结构-城镇居民占居民消费支出比例(%)"
0.998958133459798,"02-00-00:国家财政-财政收支总额及增长-财政收入(亿元)","04-02-08:国民经济-支出法国内生产总值结构-固定资本形成总额(亿元)"
0.9123292502713,"02-00-00:国家财政-财政收支总额及增长-财政收入(亿元)","04-02-09:国民经济-支出法国内生产总值结构-存货增加(亿元)"
0.509958977119008,"02-00-00:国家财政-财政收支总额及增长-财政收入(亿元)","04-02-10:国民经济-支出法国内生产总值结构-固定资本形成总额占资本形成总额比例(%)"
-0.55685876996916,"02-00-00:国家财政-财政收支总额及增长-财政收入(亿元)","04-02-11:国民经济-支出法国内生产总值结构-存货增加占资本形成总额比例(%)"
0.846190033450477,"02-00-00:国家财政-财政收支总额及增长-财政收入(亿元)","06-00-00:居民收入-全国城镇居民收入与物价信心指数-当期收入感受指数"
0.862057823012951,"02-00-00:国家财政-财政收支总额及增长-财政收入(亿元)","06-00-01:居民收入-全国城镇居民收入与物价信心指数-未来收入信心指数"
0.407549718480448,"02-00-00:国家财政-财政收支总额及增长-财政收入(亿元)","06-00-02:居民收入-全国城镇居民收入与物价信心指数-当期物价满意指数"
0.788523626803603,"02-00-00:国家财政-财政收支总额及增长-财政收入(亿元)","06-00-03:居民收入-全国城镇居民收入与物价信心指数-未来物价预期指数"
-0.440993622749084,"02-00-00:国家财政-财政收支总额及增长-财政收入(亿元)","08-05-00:景气指数-中国制造业采购经理指数(PMI)-PMI"
-0.447325876600781,"02-00-00:国家财政-财政收支总额及增长-财政收入(亿元)","08-05-01:景气指数-中国制造业采购经理指数(PMI)-生产指数"
-0.500672390585261,"02-00-00:国家财政-财政收支总额及增长-财政收入(亿元)","08-05-02:景气指数-中国制造业采购经理指数(PMI)-新订单指数"
-0.459105370673033,"02-00-00:国家财政-财政收支总额及增长-财政收入(亿元)","08-05-03:景气指数-中国制造业采购经理指数(PMI)-新出口订单指数"
-0.477470560050701,"02-00-00:国家财政-财政收支总额及增长-财政收入(亿元)","08-05-04:景气指数-中国制造业采购经理指数(PMI)-积压订单指数"
0.430544698710718,"02-00-00:国家财政-财政收支总额及增长-财政收入(亿元)","08-05-05:景气指数-中国制造业采购经理指数(PMI)-产成品库存指数"
-0.457056446562138,"02-00-00:国家财政-财政收支总额及增长-财政收入(亿元)","08-05-06:景气指数-中国制造业采购经理指数(PMI)-采购量指数"
-0.324787157932919,"02-00-00:国家财政-财政收支总额及增长-财政收入(亿元)","08-05-07:景气指数-中国制造业采购经理指数(PMI)-进口指数"
-0.376528227924623,"02-00-00:国家财政-财政收支总额及增长-财政收入(亿元)","08-05-08:景气指数-中国制造业采购经理指数(PMI)-购进价格指数"
0.131226876919156,"02-00-00:国家财政-财政收支总额及增长-财政收入(亿元)","08-05-09:景气指数-中国制造业采购经理指数(PMI)-原材料库存指数"
-0.402743915089997,"02-00-00:国家财政-财政收支总额及增长-财政收入(亿元)","08-05-10:景气指数-中国制造业采购经理指数(PMI)-从业人员指数"
-0.464211875589155,"02-00-00:国家财政-财政收支总额及增长-财政收入(亿元)","08-05-11:景气指数-中国制造业采购经理指数(PMI)-供应商配送时间指数"
-0.146242607444902,"02-00-00:国家财政-财政收支总额及增长-财政收入(亿元)","08-06-00:景气指数-中国非制造业采购经理指数(PMI)-PMI"
-0.146242607444902,"02-00-00:国家财政-财政收支总额及增长-财政收入(亿元)","08-06-01:景气指数-中国非制造业采购经理指数(PMI)-商务活动指数"
-0.131698546829815,"02-00-00:国家财政-财政收支总额及增长-财政收入(亿元)","08-06-02:景气指数-中国非制造业采购经理指数(PMI)-新订单指数"
0.367686864758365,"02-00-00:国家财政-财政收支总额及增长-财政收入(亿元)","08-06-03:景气指数-中国非制造业采购经理指数(PMI)-新出口订单指数"
0.21321814711566,"02-00-00:国家财政-财政收支总额及增长-财政收入(亿元)","08-06-04:景气指数-中国非制造业采购经理指数(PMI)-积压订单指数"
-0.52193669780099,"02-00-00:国家财政-财政收支总额及增长-财政收入(亿元)","08-06-05:景气指数-中国非制造业采购经理指数(PMI)-存货指数"
-0.404003872946658,"02-00-00:国家财政-财政收支总额及增长-财政收入(亿元)","08-06-06:景气指数-中国非制造业采购经理指数(PMI)-中间投入价格指数"
-0.686661506447921,"02-00-00:国家财政-财政收支总额及增长-财政收入(亿元)","08-06-07:景气指数-中国非制造业采购经理指数(PMI)-收费价格指数"
-0.59490299643174,"02-00-00:国家财政-财政收支总额及增长-财政收入(亿元)","08-06-08:景气指数-中国非制造业采购经理指数(PMI)-从业人员指数"
